500 6342
11 171 34
218 1 ?
335 273 183
0 434 72
493 428 31
29 430 -1
99 396 -1
198 75 -1
438 286 ?
417 85 127
477 363 ?
475 181 ?
434 273 69
262 134 60
195 451 5
185 186 ?
458 376 234
383 256 196
203 426 20
267 466 5
27 301 162
414 158 ?
234 77 -1
425 464 -1
5 383 ?
385 210 ?
19 476 41
198 137 ?
139 19 ?
267 18 -1
479 454 5
64 155 ?
166 348 -1
424 51 ?
440 33 70
488 39 ?
442 142 527
198 101 ?
100 411 44
406 128 -1
93 338 126
142 41 30
326 369 35
237 99 ?
389 64 57
307 11 -1
5 14 ?
126 58 74
208 42 -1
448 342 ?
169 478 268
184 330 -1
465 137 53
187 440 55
468 8 -1
316 86 16
127 460 ?
128 29 133
408 24 41
164 443 ?
3 283 25
4 286 144
61 40 ?
23 484 -1
230 458 272
444 62 ?
181 291 -1
272 298 296
249 31 -1
411 366 254
341 84 -1
108 171 -1
78 318 ?
268 162 ?
414 406 -1
452 148 -1
272 194 102
255 374 ?
415 40 ?
45 481 46
445 72 -1
218 182 -1
246 100 ?
106 87 ?
463 92 -1
375 234 14
301 132 ?
221 88 ?
375 81 ?
348 158 -1
265 445 80
159 281 -1
151 207 21
28 463 -1
38 206 -1
306 209 144
67 204 -1
411 331 -1
426 159 ?
485 181 -1
96 463 -1
120 99 ?
332 424 -1
477 397 -1
209 274 -1
383 384 ?
343 452 412
445 172 133
167 196 -1
52 148 20
148 433 ?
289 127 ?
57 262 -1
419 104 202
111 66 ?
276 111 -1
342 219 24
253 259 -1
52 108 -1
316 105 5
360 140 -1
384 253 44
330 438 -1
88 432 25
1 147 46
225 16 30
367 157 145
405 428 55
36 226 98
475 443 -1
330 416 ?
112 205 135
43 462 ?
359 304 ?
212 341 -1
189 192 -1
249 176 43
12 225 -1
388 445 76
368 479 -1
208 137 87
271 274 ?
450 417 -1
337 130 343
146 406 192
347 271 ?
214 493 -1
9 286 -1
162 237 ?
240 484 163
157 173 ?
65 35 ?
97 265 127
49 347 ?
79 44 90
254 31 66
223 224 ?
437 47 -1
455 338 ?
266 1 205
446 24 45
91 152 ?
495 206 73
388 490 ?
264 446 ?
108 265 ?
259 253 7
339 357 46
355 73 106
219 382 ?
163 268 ?
314 293 ?
445 441 ?
389 240 104
211 159 475
450 305 ?
158 490 ?
252 303 ?
308 303 -1
46 4 67
265 245 104
253 448 -1
161 127 77
292 298 83
325 226 338
91 405 ?
267 243 ?
105 429 125
67 434 32
123 124 -1
361 204 ?
236 469 78
404 70 ?
289 302 70
354 384 -1
259 266 -1
382 61 64
125 398 ?
490 485 ?
50 391 100
316 108 ?
155 149 ?
451 263 162
139 37 32
338 400 10
358 194 45
381 272 -1
8 56 159
256 220 65
411 253 79
416 435 -1
1 73 62
83 297 124
285 30 7
218 35 136
414 252 -1
480 168 ?
151 133 -1
191 101 40
1 405 73
349 426 -1
164 145 113
64 322 50
457 390 165
284 107 -1
20 96 ?
134 301 ?
163 482 -1
209 411 -1
489 251 28
400 150 -1
242 495 ?
316 43 -1
39 40 20
325 453 111
238 202 -1
381 52 23
140 476 -1
123 189 -1
390 36 39
62 349 -1
316 401 -1
347 425 72
457 229 -1
343 390 -1
81 315 -1
380 356 ?
62 85 -1
381 154 -1
10 294 ?
223 54 ?
132 433 39
102 314 36
22 0 ?
57 265 ?
494 5 -1
103 33 -1
276 323 7
164 246 17
456 18 -1
233 438 -1
185 58 -1
88 127 32
143 491 176
247 359 -1
158 119 208
58 478 ?
130 152 ?
480 285 ?
9 169 111
359 110 ?
276 203 102
295 462 87
158 36 9
108 223 106
406 21 158
499 178 19
498 210 -1
6 492 -1
77 73 ?
129 324 -1
388 284 5
203 408 -1
187 339 82
118 443 -1
339 176 ?
60 441 -1
28 370 ?
419 203 -1
305 155 ?
165 97 -1
15 285 -1
326 60 ?
437 269 -1
146 272 ?
59 205 ?
420 469 -1
68 24 -1
205 177 228
336 452 ?
157 179 5
168 153 -1
49 254 52
142 229 79
81 454 ?
483 169 ?
196 369 ?
195 120 ?
492 321 59
57 425 114
379 99 ?
239 11 -1
468 62 143
274 7 135
218 409 -1
403 22 -1
370 197 5
194 468 491
434 341 -1
37 88 ?
151 345 ?
98 117 ?
123 207 -1
112 58 -1
212 203 ?
371 498 305
292 244 ?
407 399 42
27 281 -1
492 489 ?
74 411 -1
327 122 262
348 315 ?
481 451 -1
73 289 100
455 417 -1
375 54 36
487 428 -1
115 335 -1
262 29 56
182 146 -1
57 473 ?
380 54 -1
216 114 -1
81 113 210
30 116 ?
257 89 123
111 290 352
37 47 -1
174 13 -1
51 169 ?
137 10 -1
15 351 -1
470 284 ?
6 69 18
239 91 154
189 473 124
353 42 48
440 16 203
284 162 -1
375 205 ?
209 142 -1
11 470 -1
436 317 58
454 77 ?
471 325 72
262 493 -1
491 230 106
300 161 -1
284 343 ?
13 135 ?
229 86 -1
82 394 -1
13 17 95
231 41 40
218 365 -1
153 453 -1
359 180 -1
315 176 80
161 295 334
239 432 -1
166 474 -1
469 100 ?
180 431 ?
131 423 157
166 218 ?
54 490 -1
424 83 -1
422 387 ?
414 297 -1
437 94 ?
147 467 26
55 221 94
6 74 ?
461 173 ?
256 64 -1
106 325 155
189 382 ?
293 121 -1
120 239 55
246 68 -1
200 51 43
440 40 -1
242 433 -1
158 180 89
374 289 -1
54 36 ?
254 29 ?
